,Title,Tags
29,Golden Exits,an intersect narr of two famili in brooklyn and the unravel of unspoken unhappi that occur when a young foreign girl spend time abroad upset the balanc on both sides. drama emili brown adam horowitz mary-louis parker alex ross perri
30,Black Panther,"king t'challa return home to the reclusive, technolog advanc african nation of wakanda to serv as hi country' new leader. however, t'challa soon find that he is challeng for the throne by faction within hi own countri as well as without. use power reserv to wakandan kings, t'challa assum the black panther mantl to join with ex-girlfriend nakia, the queen-mother, hi princess-kid sister, member of the dora milaj (the wakandan 'special forces') and an american secret agent, to prevent wakanda from be drag into a world war. action adventur scienc fiction chadwick boseman michael b. jordan lupita nyong'o ryan coogler"
31,Early Man,"dug, along with hi sidekick hognob, unit a cavemen tribe to save their hidden valley from be spoil and, all togeth as a team, to face the menac of a mysteri and mighti enemy, on the turf of an ancient and sacr sport. famili comedi anim adventur eddi redmayn tom hiddleston maisi william nick park"
32,Loveless,troubl ensu when a motorcycl gang stop in a small southern town while head to the race at daytona. drama maryana spivak alexei rozin matvey novikov andrey zvyagintsev
33,The Party,"dump by her husband, longtim housewif deanna turn regret into reset by go back to college. wind up at the same school as her daughter, deanna plung headlong into the campu experi – embrac fun, freedom and frat boys. comedi timothi spall kristin scott thoma patricia clarkson salli potter"
34,Nostalgia,"a mosaic of stori about love and loss, explor our relationship to the objects, artifacts, and memori that shape our lives. drama jon hamm nick offerman amber tamblyn mark pellington"
35,Black '47,"in 1847, when ireland is in the grip of the great famin that ha ravag the countri for two long years, feeney, a harden irish ranger who ha been fight for the british armi abroad, return home to reunit with hi estrang family, onli to discov the cruelest reality, a black land where death reigns. drama western hugo weav jim broadbent stephen rea lanc dali"
36,Samson,"after lose the love of hi life to a cruel philistin prince, a young hebrew with supernatur strength defend hi people, sacrif everyth to aveng hi love, hi people, and hi god. action drama adventur taylor jame jackson rathbon billi zane bruce macdonald"
37,Game Night,"max and annie' weekli game night get kick up a notch when max' brother brook arrang a murder mysteri parti -- complet with fake thug and feder agents. so when brook get kidnapped, it' all suppos to be part of the game. as the competitor set out to solv the case, they start to learn that neither the game nor brook are what they seem to be. the friend soon find themselv in over their head as each twist lead to anoth unexpect turn over the cours of one chaotic night. mysteri comedi crime jason bateman rachel mcadam kyle chandler jonathan goldstein john franci daley"
38,Annihilation,"a group of uac marin respond to a distress call from a top-secret scientif base on phobos, a martian moon, onli to discov it' been overrun by demons. action scienc fiction horror mysteri natali portman jennif jason leigh gina rodriguez alex garland"
39,Every Day,"16-year old rhiannon fall in love with a mysteri spirit name “a” that inhabit a differ bodi everi day. feel an unmatch connection, rhiannon and “a” work each day to find each other, not know what the next day will bring. drama fantasi romanc angouri rice maria bello debbi ryan michael sucsi"
40,The Cured,"what happen when the undead return to life? in a world ravag for year by a viru that turn the infect into zombie-lik cannibals, a cure is at last found and the wrench process of reintegr the survivor back into societi begins. horror drama scienc fiction ellen page sam keeley tom vaughan-lawlor david freyn"
41,The Lodgers,"1920, rural ireland. anglo-irish twin rachel and edward share a strang exist in their crumbl famili estate. each night, the properti becom the domain of a sinist presenc (the lodgers) which enforc three rule upon the twins: they must be in bed by midnight; they may not permit an outsid past the threshold; and if one attempt to escape, the life of the other is place in jeopardy. when troubl war veteran sean return to the nearbi village, he is immedi drawn to the mysteri rachel, who in turn begin to break the rule set out by the lodgers. the consequ pull rachel into a deadli confront with her brother - and with the curs that haunt them. drama horror romanc thriller charlott vega bill milner eugen simon brian o'malley"
42,Red Sparrow,"prima ballerina, dominika egorova face a bleak and uncertain futur after she suffer an injuri that end her career. she soon turn to sparrow school, a secret intellig servic that train except young peopl to use their mind and bodi as weapons. dominika emerg as the most danger sparrow after complet the sadist train process. as she come to term with her new abilities, she meet a cia agent who tri to convinc her that he is the onli person she can trust. mysteri thriller jennif lawrenc joel edgerton matthia schoenaert franci lawrenc"
43,Death Wish,a mild-mann father is transform into a kill machin after hi famili is torn apart by a violent act. action crime drama thriller bruce willi vincent d'onofrio dean norri eli roth
44,The Vanishing of Sidney Hall,"over the cours of 12 years, and three stage of life, sidney hall fall in love, write the book of a gener and then disappear without a trace. mysteri drama logan lerman ell fan michel monaghan shawn christensen"
45,Foxtrot,"in 2002, cabl news produc kim barker decid to shake up her routin by take a dare new assign in kabul, afghanistan. dislodg from her comfort american lifestyle, barker find herself in the middl of an out-of-control war zone. luckily, she meet tanya vanderpoel, a fellow journalist who take the shell-shock report under her wing. amid the militants, warlord and nighttim partying, barker discov the key to becom a success correspondent. comedi drama war lior ashkenazi sarah adler yonatan shiray samuel maoz"
46,Pickings,"when a short-temp mobster and hi gang of thug tri to shake down a neighborhood bar, they'r soon confront with the wrath of it owner - a mysteri southern mother with a danger past. thriller action crime drama mysteri elys price joel bernard kati vincent usher morgan"
47,A Wrinkle in Time,"after the disappear of her scientist father, three peculiar be send meg, her brother, and her friend to space in order to find him. adventur scienc fiction famili fantasi storm reid oprah winfrey rees witherspoon ava duvernay"
48,Gringo,an american businessman with a stake in a pharmaceut compani that' about to go public find hi life is thrown into turmoil by an incid in mexico. comedi action david oyelowo charliz theron joel edgerton nash edgerton
